VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount
1,2017-01-01 07:10:11,2017-01-01 07:19:11,1,4.20,1,N,244,151,1,14,0,0.5,2,0,0.3,16.8
2,2017-01-01 07:26:14,2017-01-01 07:52:48,1,17.14,2,N,230,132,1,52,0,0.5,15.84,0,0.3,68.64
2,2017-01-01 07:23:18,2017-01-01 07:32:31,6,3.74,1,N,74,162,2,12,0,0.5,0,0,0.3,12.8
1,2017-01-09 11:13:28,2017-01-09 11:25:45,1,3.30,1,N,263,161,1,12.5,0,0.5,2,0,0.3,15.3
2,2017-01-01 06:55:04,2017-01-01 07:03:54,1,2.01,1,N,238,163,2,9,0,0.5,0,0,0.3,9.8
1,2017-01-01 07:38:05,2017-01-01 08:00:15,1,6.50,1,N,107,151,1,22.5,0,0.5,0,0,0.3,23.3
1,2017-01-01 07:10:38,2017-01-01 07:25:31,1,4.70,1,N,161,260,1,16.5,0,0.5,3.45,0,0.3,20.75
1,2017-01-01 07:37:34,2017-01-01 07:43:47,1,1.80,1,N,237,230,1,7.5,0,0.5,6,0,0.3,14.3
1,2017-01-01 06:55:26,2017-01-01 07:12:50,1,11.20,1,N,186,200,1,31.5,0,0.5,6.95,2.45,0.3,41.7
1,2017-01-01 07:23:19,2017-01-01 07:42:26,1,12.60,1,N,48,241,2,35,0,0.5,0,0,0.3,35.8
1,2017-01-01 00:00:58,2017-01-01 00:10:47,1,1.20,1,N,113,137,2,8,0.5,0.5,0,0,0.3,9.3
2,2017-01-01 07:26:27,2017-01-01 07:30:49,1,1.59,1,N,163,186,1,6.5,0,0.5,2.7,0,0.3,10
2,2017-01-01 07:19:39,2017-01-01 07:24:47,2,.87,1,N,234,186,1,5.5,0,0.5,1.26,0,0.3,7.56
2,2017-01-01 07:07:46,2017-01-01 07:15:04,5,1.24,1,N,186,246,2,7,0,0.5,0,0,0.3,7.8
2,2017-01-01 07:11:19,2017-01-01 07:18:16,5,1.95,1,N,7,146,2,8.5,0,0.5,0,0,0.3,9.3
2,2017-01-01 07:35:44,2017-01-01 07:44:06,1,2.04,1,N,80,80,1,8.5,0,0.5,1.86,0,0.3,11.16
1,2017-01-01 07:34:07,2017-01-01 07:53:05,1,6.70,1,N,173,230,1,20.5,0,0.5,4.25,0,0.3,25.55
1,2017-01-01 07:32:13,2017-01-01 07:36:45,1,1.10,1,N,112,255,1,5.5,0,0.5,2,0,0.3,8.3
2,2017-01-01 07:37:16,2017-01-01 07:45:20,1,2.14,1,N,163,234,1,9,0,0.5,1.96,0,0.3,11.76
1,2017-01-01 07:25:41,2017-01-01 07:38:41,2,2.70,1,N,186,140,2,11.5,0,0.5,0,0,0.3,12.3
1,2017-01-01 07:22:55,2017-01-01 07:29:39,1,1.90,1,N,107,100,1,8,0,0.5,1.75,0,0.3,10.55
2,2017-01-01 07:15:54,2017-01-01 07:16:01,1,.00,1,N,263,263,2,2.5,0,0.5,0,0,0.3,3.3
1,2017-01-01 07:11:27,2017-01-01 07:18:15,1,1.90,1,N,262,237,2,8,0,0.5,0,0,0.3,8.8
2,2017-01-01 07:28:20,2017-01-01 07:36:18,1,2.14,1,N,24,262,2,9,0,0.5,0,0,0.3,9.8
2,2017-01-01 07:19:10,2017-01-01 07:40:06,1,6.31,1,N,129,9,2,21,0,0.5,0,0,0.3,21.8
2,2017-01-01 07:36:06,2017-01-01 07:38:56,6,1.11,1,N,236,141,1,5,0,0.5,0,0,0.3,5.8
2,2017-01-01 06:54:32,2017-01-01 06:54:45,1,.06,1,N,161,161,2,2.5,0,0.5,0,0,0.3,3.3
1,2017-01-01 07:04:47,2017-01-01 07:07:50,1,.80,1,N,162,141,1,4.5,0,0.5,1.55,0,0.3,6.85
2,2017-01-01 07:20:50,2017-01-01 07:31:58,1,2.35,1,N,151,74,1,10.5,0,0.5,2,0,0.3,13.3
2,2017-01-01 07:04:49,2017-01-01 07:26:56,1,15.08,1,N,132,179,2,42,0,0.5,0,0,0.3,42.8
2,2017-01-01 06:59:51,2017-01-01 07:07:29,1,1.48,1,N,186,163,2,7.5,0,0.5,0,0,0.3,8.3
2,2017-01-01 07:06:09,2017-01-01 07:12:54,1,1.43,1,N,61,189,2,7.5,0,0.5,0,0,0.3,8.3
2,2017-01-01 07:10:34,2017-01-01 07:16:54,5,2.26,1,N,79,229,1,8.5,0,0.5,1.86,0,0.3,11.16
1,2017-01-01 06:55:54,2017-01-01 07:16:52,1,8.90,1,N,48,228,2,27,0,0.5,0,5.54,0.3,33.34
2,2017-01-01 00:00:07,2017-01-01 00:07:42,1,.65,1,N,48,68,1,6.5,0.5,0.5,1.7,0,0.3,9.5
1,2017-01-01 07:11:07,2017-01-01 07:15:32,1,1.00,1,N,238,75,2,5.5,0,0.5,0,0,0.3,6.3
2,2017-01-01 07:01:09,2017-01-01 07:21:03,6,7.88,1,N,151,78,2,25,0,0.5,0,0,0.3,25.8
2,2017-01-01 07:18:44,2017-01-01 07:21:50,1,1.51,1,N,142,238,1,6,0,0.5,0.8,0,0.3,7.6
1,2017-01-01 06:58:41,2017-01-01 07:12:56,1,3.70,1,N,148,68,1,14.5,0,0.5,2,0,0.3,17.3
2,2017-01-01 07:03:54,2017-01-01 07:09:57,1,2.00,1,N,262,74,2,7.5,0,0.5,0,0,0.3,8.3
1,2017-01-01 07:20:01,2017-01-01 07:25:42,1,1.80,1,N,263,43,1,7,0,0.5,1,0,0.3,8.8
1,2017-01-01 07:11:06,2017-01-01 07:14:57,1,1.00,1,N,162,100,2,5.5,0,0.5,0,0,0.3,6.3
2,2017-01-01 07:13:51,2017-01-01 07:15:52,1,.55,1,N,137,164,1,4,0,0.5,0.96,0,0.3,5.76
2,2017-01-01 07:19:07,2017-01-01 07:25:39,1,1.25,1,N,107,186,2,7,0,0.5,0,0,0.3,7.8
2,2017-01-01 00:01:53,2017-01-01 00:26:28,1,12.01,1,N,236,242,2,34.5,0.5,0.5,0,0,0.3,35.8
2,2017-01-01 07:01:12,2017-01-01 07:06:52,5,2.25,1,N,107,141,1,8,0,0.5,2.2,0,0.3,11
1,2017-01-01 07:12:17,2017-01-01 07:16:07,1,1.30,1,N,229,137,2,6,0,0.5,0,0,0.3,6.8
2,2017-01-01 07:35:13,2017-01-01 08:20:41,1,42.73,3,N,132,1,1,127,0,0,26.57,5.54,0.3,159.41
2,2017-01-01 07:16:49,2017-01-01 07:19:40,1,.63,1,N,48,161,1,4.5,0,0.5,1.06,0,0.3,6.36
2,2017-01-01 07:26:49,2017-01-01 07:30:18,1,1.05,1,N,74,75,2,5,0,0.5,0,0,0.3,5.8
2,2017-01-01 07:05:55,2017-01-01 07:25:38,3,4.91,5,N,79,265,2,40,0,0,0,10.5,0.3,50.8
1,2017-01-01 07:19:25,2017-01-01 07:44:09,3,8.00,1,N,48,106,1,26,0,0.5,6.45,5.54,0.3,38.79
2,2017-01-01 06:55:55,2017-01-01 07:18:32,2,7.06,1,N,68,82,2,23.5,0,0.5,0,0,0.3,24.3
2,2017-01-01 07:08:40,2017-01-01 07:11:39,1,1.06,1,N,186,170,2,5,0,0.5,0,0,0.3,5.8
1,2017-01-01 07:22:42,2017-01-01 07:29:11,1,1.60,1,N,264,264,2,7,0,0.5,0,0,0.3,7.8
1,2017-01-01 07:06:15,2017-01-01 07:09:55,1,.80,1,N,181,25,2,5,0,0.5,0,0,0.3,5.8
2,2017-01-01 07:28:47,2017-01-01 07:33:04,5,.87,1,N,50,142,1,5.5,0,0.5,1.26,0,0.3,7.56
2,2017-01-01 07:04:38,2017-01-01 07:06:58,5,.07,1,N,237,237,2,3.5,0,0.5,0,0,0.3,4.3
2,2017-01-01 07:28:37,2017-01-01 07:41:19,1,4.57,1,N,113,75,2,15,0,0.5,0,0,0.3,15.8
2,2017-01-01 07:28:57,2017-01-01 07:41:16,1,1.65,1,N,114,45,2,9,0,0.5,0,0,0.3,9.8
2,2017-01-01 07:34:03,2017-01-01 07:59:05,1,7.14,1,N,45,226,1,24,0,0.5,4.96,0,0.3,29.76
2,2017-01-01 07:15:15,2017-01-01 07:43:43,1,10.75,1,N,61,237,2,33,0,0.5,0,0,0.3,33.8
2,2017-01-01 07:06:52,2017-01-01 07:07:06,1,.02,1,N,186,164,2,2.5,0,0.5,0,0,0.3,3.3
2,2017-01-01 07:26:59,2017-01-01 07:34:18,1,1.93,1,N,163,186,2,8,0,0.5,0,0,0.3,8.8
1,2017-01-01 06:54:46,2017-01-01 07:23:48,2,8.50,1,N,87,227,2,28,0,0.5,0,0,0.3,28.8
2,2017-01-01 06:53:45,2017-01-01 07:10:08,5,3.84,1,N,48,75,2,15,0,0.5,0,0,0.3,15.8
1,2017-01-01 07:34:17,2017-01-01 07:39:55,1,2.10,1,N,229,164,1,8.5,0,0.5,0,0,0.3,9.3
2,2017-01-01 00:00:36,2017-01-01 00:12:42,6,4.02,1,N,41,235,1,14,0.5,0.5,3.06,0,0.3,18.36
2,2017-01-01 07:05:49,2017-01-01 07:24:08,6,10.10,1,N,163,138,1,28.5,0,0.5,6.97,5.54,0.3,41.81
1,2017-01-01 07:24:19,2017-01-01 07:26:22,1,.50,1,N,186,234,1,4,0,0.5,0.95,0,0.3,5.75
1,2017-01-01 07:22:21,2017-01-01 07:27:00,1,1.20,1,N,262,140,2,6,0,0.5,0,0,0.3,6.8
2,2017-01-01 06:59:21,2017-01-01 07:14:39,1,5.19,1,N,260,263,2,16.5,0,0.5,0,0,0.3,17.3
2,2017-01-01 07:13:09,2017-01-01 07:25:53,1,4.66,1,N,211,143,2,15,0,0.5,0,0,0.3,15.8
2,2017-01-01 07:01:29,2017-01-01 07:03:54,1,.46,1,N,162,162,1,4,0,0.5,1.2,0,0.3,6
2,2017-01-01 07:24:49,2017-01-01 07:50:54,2,12.83,1,N,138,61,2,37,0,0.5,0,0,0.3,37.8
2,2017-01-01 07:15:31,2017-01-01 07:17:57,5,.51,1,N,262,236,2,4,0,0.5,0,0,0.3,4.8
2,2017-01-01 07:24:46,2017-01-01 07:35:45,1,3.07,1,N,50,236,1,12,0,0.5,2.56,0,0.3,15.36
1,2017-01-01 06:54:23,2017-01-01 07:08:46,1,11.70,1,N,132,138,2,31.5,0,0.5,0,0,0.3,32.3
1,2017-01-01 07:30:04,2017-01-01 07:56:51,1,14.10,1,N,48,159,1,40,0,0.5,0,0,0.3,40.8
1,2017-01-01 07:00:12,2017-01-01 07:05:00,1,1.60,1,N,224,79,2,6.5,0,0.5,0,0,0.3,7.3
2,2017-01-01 00:00:33,2017-01-01 00:09:52,1,1.97,1,N,74,168,2,9,0.5,0.5,0,0,0.3,10.3
2,2017-01-01 07:29:40,2017-01-01 08:00:02,2,19.66,2,N,231,132,2,52,0,0.5,0,5.54,0.3,58.34
1,2017-01-01 06:57:32,2017-01-01 07:16:29,2,4.90,1,N,162,129,2,18.5,0,0.5,0,0,0.3,19.3
2,2017-01-01 07:26:55,2017-01-01 07:48:15,1,5.20,1,N,243,159,2,19.5,0,0.5,0,0,0.3,20.3
2,2017-01-01 07:29:08,2017-01-01 07:55:41,5,17.14,3,N,164,1,2,64,0,0,0,15,0.3,79.3
2,2017-01-01 07:09:02,2017-01-01 07:21:24,1,2.83,1,N,107,231,1,12.5,0,0.5,1,0,0.3,14.3
1,2017-01-01 07:31:10,2017-01-01 07:42:49,1,3.70,1,N,79,80,1,13.5,0,0.5,4.25,0,0.3,18.55
1,2017-01-01 07:06:09,2017-01-01 07:06:49,1,.00,5,N,76,76,1,25,0,0,5,0,0.3,30.3
2,2017-01-01 07:20:18,2017-01-01 07:29:19,2,3.72,1,N,152,143,1,13,0,0.5,2.76,0,0.3,16.56
2,2017-01-01 07:36:52,2017-01-01 07:47:45,1,3.07,1,N,264,264,1,11.5,0,0.5,2.46,0,0.3,14.76
1,2017-01-01 06:54:52,2017-01-01 07:07:04,1,5.50,1,N,48,116,1,17.5,0,0.5,1,0,0.3,19.3
2,2017-01-01 06:54:03,2017-01-01 07:11:47,1,6.80,1,N,79,168,1,20,0,0.5,6.24,0,0.3,27.04
1,2017-01-01 07:11:11,2017-01-01 07:21:18,1,2.20,1,N,249,148,1,9.5,0,0.5,1,0,0.3,11.3
CMT,2011-06-03 21:48:04,2011-06-03 22:05:41,1,2.7999999999999998,-73.995306999999997,40.749946999999999,1,N,-73.983323999999996,40.783301999999999,CRD,11.699999999999999,0.5,0.5,2.54,0,15.24
CMT,2011-06-20 21:50:55,2011-06-20 21:57:11,2,1.5,-73.991747000000004,40.749699,1,N,-73.979444000000001,40.761220999999999,CSH,6.0999999999999996,0.5,0.5,0,0,7.0999999999999996
CMT,2011-06-08 23:06:12,2011-06-08 23:16:59,1,2.2999999999999998,-74.004149999999996,40.738188000000001,1,N,-73.974198000000001,40.747138999999997,CSH,8.5,0.5,0.5,0,0,9.5
VTS,2011-06-06 19:08:00,2011-06-06 19:24:00,1,3.9100000000000001,-73.989045000000004,40.748348,1,,-73.941297000000006,40.755085000000001,CSH,12.1,1,0.5,0,0,13.6
VTS,2011-06-28 16:26:00,2011-06-28 16:31:00,1,0.83999999999999997,-73.940605000000005,40.756585000000001,1,,-73.942381999999995,40.753886999999999,CRD,4.9000000000000004,1,0.5,2,0,8.4000000000000004
CMT,2011-06-29 18:21:46,2011-06-29 18:32:20,1,0.90000000000000002,-74.000777999999997,40.757635000000001,1,N,-73.986575000000002,40.751530000000002,CSH,6.9000000000000004,1,0.5,0,0,8.4000000000000004
CMT,2011-06-30 12:11:04,2011-06-30 13:22:54,1,19.300000000000001,-73.789900000000003,40.643700000000003,2,N,-73.948599999999999,40.798400000000001,CSH,45,0,0.5,0,4.7999999999999998,50.299999999999997
VTS,2011-06-03 23:58:00,2011-06-04 00:07:00,1,2.2599999999999998,-73.964371999999997,40.756168000000002,1,,-73.950247000000005,40.783047000000003,CSH,7.7000000000000002,0.5,0.5,0,0,8.6999999999999993
CMT,2011-06-25 10:03:20,2011-06-25 10:18:09,2,3.5,-73.988703999999998,40.736775999999999,1,N,-73.962174000000005,40.779263,CSH,11.699999999999999,0,0.5,0,0,12.199999999999999
VTS,2011-06-10 19:16:00,2011-06-10 19:34:00,1,2.8199999999999998,-73.978543000000002,40.752217000000002,1,,-74.007118000000006,40.737537000000003,CRD,10.9,1,0.5,1,0,13.4
VTS,2011-06-19 22:01:00,2011-06-19 22:23:00,2,9.5800000000000001,-73.985524999999996,40.759234999999997,1,,-73.917631999999998,40.868827000000003,CRD,23.699999999999999,0.5,0.5,0,0,24.699999999999999
CMT,2011-06-16 09:45:02,2011-06-16 09:53:38,1,0.90000000000000002,-73.967628000000005,40.766540999999997,1,N,-73.959571999999994,40.776012999999999,CRD,6.5,0,0.5,1,0,8
CMT,2011-06-15 10:07:16,2011-06-15 10:10:07,2,0.40000000000000002,-73.963950999999994,40.773772999999998,1,N,-73.963244000000003,40.770764999999997,CSH,3.7000000000000002,0,0.5,0,0,4.2000000000000002
CMT,2011-06-01 14:19:41,2011-06-01 14:32:50,1,0.90000000000000002,-73.989942999999997,40.756875000000001,1,N,-73.979471000000004,40.765481999999999,CSH,8.0999999999999996,0,0.5,0,0,8.5999999999999996
VTS,2011-06-11 22:41:00,2011-06-11 22:54:00,4,1.5,-73.986701999999994,40.739156999999999,1,,-73.985753000000003,40.720576999999999,CRD,8.0999999999999996,0.5,0.5,2,0,11.1
VTS,2011-06-22 14:17:00,2011-06-22 14:42:00,1,15.5,-74.011037999999999,40.708635000000001,1,,-73.872433000000001,40.774498000000001,CSH,34.100000000000001,0,0.5,0,4.7999999999999998,39.399999999999999
VTS,2011-06-30 20:04:00,2011-06-30 20:11:00,1,1.1899999999999999,-73.953627999999995,40.766964999999999,1,,-73.956473000000003,40.778346999999997,CSH,5.7000000000000002,0.5,0.5,0,0,6.7000000000000002
VTS,2011-06-29 10:09:00,2011-06-29 10:16:00,5,1.3300000000000001,-73.993390000000005,40.736908,1,,-74.005880000000005,40.748424999999997,CSH,6.0999999999999996,0,0.5,0,0,6.5999999999999996
CMT,2011-06-16 21:44:30,2011-06-16 21:56:46,1,3.6000000000000001,-73.970129,40.756003999999997,1,Y,-73.969559000000004,40.795318999999999,CRD,11.300000000000001,0.5,0.5,1.5,0,13.800000000000001
VTS,2011-06-01 19:03:00,2011-06-01 19:14:00,2,1.49,-73.973787000000002,40.764212000000001,1,,-73.973776999999998,40.747548000000002,CRD,7.2999999999999998,1,0.5,1.2,0,10
VTS,2011-06-29 17:46:00,2011-06-29 17:48:00,1,0.76000000000000001,-73.965824999999995,40.795437,1,,-73.971374999999995,40.786127,CSH,3.7000000000000002,1,0.5,0,0,5.2000000000000002
VTS,2011-06-23 12:55:00,2011-06-23 13:03:00,2,0.72999999999999998,-73.981610000000003,40.766907000000003,1,,-73.988720000000001,40.769238000000001,CRD,5.7000000000000002,0,0.5,1.5,0,7.7000000000000002
CMT,2011-06-15 13:44:00,2011-06-15 13:51:00,2,0.29999999999999999,-73.984035000000006,40.758473000000002,1,N,-73.982568999999998,40.764305999999998,CRD,5.2999999999999998,0,0.5,1,0,6.7999999999999998
CMT,2011-06-08 08:03:59,2011-06-08 08:09:50,1,0.90000000000000002,-73.995178999999993,40.743901000000001,1,N,-73.993268,40.754494999999999,CSH,5.2999999999999998,0,0.5,0,0,5.7999999999999998
VTS,2011-06-19 00:17:00,2011-06-19 00:32:00,2,3.8900000000000001,-73.980536999999998,40.780222999999999,1,,-73.992175000000003,40.738083000000003,CSH,12.1,0.5,0.5,0,0,13.1
CMT,2011-06-17 21:30:26,2011-06-17 21:37:09,1,2.1000000000000001,-73.978239000000002,40.745429999999999,1,N,-73.958926000000005,40.772973,CSH,7.2999999999999998,0.5,0.5,0,0,8.3000000000000007
VTS,2011-06-30 04:27:00,2011-06-30 04:48:00,2,10.17,-73.982277999999994,40.777720000000002,1,,-73.873041999999998,40.774405000000002,CRD,24.5,0.5,0.5,5,4.7999999999999998,35.299999999999997
CMT,2011-06-20 19:33:26,2011-06-20 19:46:05,1,2.7000000000000002,-73.981870000000001,40.743336999999997,1,N,-74.006863999999993,40.719740999999999,CSH,9.6999999999999993,1,0.5,0,0,11.199999999999999
CMT,2011-06-23 10:40:34,2011-06-23 10:55:56,1,1.8999999999999999,-73.991400999999996,40.749948000000003,1,N,-73.972275999999994,40.762563,CRD,9.6999999999999993,0,0.5,3.0600000000000001,0,13.26
VTS,2011-06-08 17:45:00,2011-06-08 18:10:00,5,3.6699999999999999,-73.947952999999998,40.770560000000003,1,,-73.994742000000002,40.749825000000001,CRD,15.300000000000001,1,0.5,2.2000000000000002,0,19
VTS,2011-06-17 21:15:00,2011-06-17 21:24:00,1,0.19,-73.970179999999999,40.799076999999997,1,,-73.982167000000004,40.775860000000002,CRD,7.2999999999999998,0.5,0.5,1.5,0,9.8000000000000007
CMT,2011-06-27 01:43:42,2011-06-27 01:48:31,1,1.3,-73.981911999999994,40.772889999999997,1,N,-73.959573000000006,40.763272999999998,CSH,5.7000000000000002,0.5,0.5,0,0,6.7000000000000002
VTS,2011-06-08 08:29:00,2011-06-08 08:37:00,1,1.8300000000000001,-74.008233000000004,40.714399999999998,1,,-73.992755000000002,40.730752000000003,CRD,6.9000000000000004,0,0.5,2,0,9.4000000000000004
CMT,2011-06-08 07:59:54,2011-06-08 08:03:01,1,0.90000000000000002,-73.946821999999997,40.784675,1,N,-73.948991000000007,40.774982000000001,CSH,4.5,0,0.5,0,0,5
VTS,2011-06-19 20:39:00,2011-06-19 20:49:00,2,2.2599999999999998,-73.983998,40.759213000000003,1,,-74.006777,40.740586999999998,CSH,8.0999999999999996,0.5,0.5,0,0,9.0999999999999996
VTS,2011-06-18 09:22:00,2011-06-18 09:41:00,5,6.5999999999999996,-73.992296999999994,40.76905,1,,-73.996926999999999,40.712000000000003,CSH,18.100000000000001,0,0.5,0,0,18.600000000000001
CMT,2011-06-24 09:11:30,2011-06-24 09:29:05,1,2.2999999999999998,-73.987328000000005,40.760233999999997,1,N,-73.993733000000006,40.737816000000002,CSH,10.5,0,0.5,0,0,11
CMT,2011-06-27 22:03:25,2011-06-27 22:17:05,1,1.8999999999999999,-73.986728999999997,40.776837,1,N,-73.987437,40.756632000000003,CSH,9.3000000000000007,0.5,0.5,0,0,10.300000000000001
VTS,2011-06-30 01:19:00,2011-06-30 01:26:00,1,1.27,-73.981915000000001,40.724063000000001,1,,-73.973595000000003,40.738121999999997,CRD,6.0999999999999996,0.5,0.5,0.11,0,7.21
VTS,2011-06-01 18:30:00,2011-06-01 18:42:00,1,2.73,-73.977667999999994,40.789012,1,,-73.998161999999994,40.756157000000002,CRD,9.6999999999999993,1,0.5,2,0,13.199999999999999
CMT,2011-06-02 05:33:23,2011-06-02 05:37:07,1,1,-73.985185999999999,40.756811999999996,1,N,-73.977016000000006,40.751857000000001,CSH,4.9000000000000004,0.5,0.5,0,0,5.9000000000000004
VTS,2011-06-29 10:49:00,2011-06-29 11:20:00,5,4.2199999999999998,-73.952887000000004,40.764507999999999,1,,-73.987307999999999,40.731434999999998,CRD,17.699999999999999,0,0.5,1.5,0,19.699999999999999
VTS,2011-06-20 10:56:00,2011-06-20 11:03:00,5,1.02,-74.007733000000002,40.747351999999999,1,,-73.994726999999997,40.750337000000002,CSH,5.2999999999999998,0,0.5,0,0,5.7999999999999998
CMT,2011-06-03 19:26:16,2011-06-03 19:38:32,2,1.6000000000000001,-73.983363999999995,40.743788000000002,1,N,-73.982615999999993,40.761102999999999,CSH,8.0999999999999996,1,0.5,0,0,9.5999999999999996
CMT,2011-06-23 15:52:16,2011-06-23 15:56:57,2,0.90000000000000002,-73.973249999999993,40.763354999999997,1,N,-73.963398999999995,40.774704,CSH,4.9000000000000004,1,0.5,0,0,6.4000000000000004
VTS,2011-06-14 19:52:00,2011-06-14 20:17:00,2,5.3399999999999999,-73.984657999999996,40.779502999999998,1,,-73.923839999999998,40.814458000000002,CSH,17.300000000000001,1,0.5,0,0,18.800000000000001
CMT,2011-06-12 01:33:22,2011-06-12 01:46:45,2,2,-73.987099999999998,40.729900000000001,1,N,-73.971699999999998,40.751399999999997,CSH,9.3000000000000007,0.5,0.5,0,0,10.300000000000001
CMT,2011-06-10 17:00:33,2011-06-10 17:03:02,1,1,-73.966015999999996,40.762444000000002,1,N,-73.957001000000005,40.774869000000002,CSH,4.0999999999999996,1,0.5,0,0,5.5999999999999996
VTS,2011-06-09 21:06:00,2011-06-09 21:12:00,1,0.84999999999999998,-73.962445000000002,40.779032000000001,1,,-73.962609999999998,40.769913000000003,CRD,4.9000000000000004,0.5,0.5,1,0,6.9000000000000004
CMT,2011-06-13 21:59:45,2011-06-13 22:02:42,1,0.69999999999999996,-73.968270000000004,40.764839000000002,1,N,-73.974581000000001,40.75479,CSH,4.0999999999999996,0.5,0.5,0,0,5.0999999999999996
VTS,2011-06-26 18:24:00,2011-06-26 18:48:00,1,4.2199999999999998,-74.005309999999994,40.728943000000001,1,,-73.980693000000002,40.767395,CSH,15.699999999999999,0,0.5,0,0,16.199999999999999
CMT,2011-06-10 23:14:18,2011-06-10 23:17:55,4,0.5,-73.989614000000003,40.735914999999999,1,N,-73.989202000000006,40.729151999999999,CSH,4.0999999999999996,0.5,0.5,0,0,5.0999999999999996
CMT,2011-06-03 11:24:41,2011-06-03 11:36:13,1,1.7,-73.999815999999996,40.734763999999998,1,N,-73.978331999999995,40.742489999999997,CRD,7.7000000000000002,0,0.5,2.0499999999999998,0,10.25
VTS,2011-06-15 01:33:00,2011-06-15 01:43:00,4,1.78,-73.958242999999996,40.713451999999997,1,,-73.942391999999998,40.700947999999997,CSH,7.2999999999999998,0.5,0.5,0,0,8.3000000000000007
CMT,2011-06-25 19:26:55,2011-06-25 19:55:39,4,4,-74.013606999999993,40.709404999999997,1,N,-73.991978000000003,40.759945000000002,CSH,17.699999999999999,0,0.5,0,0,18.199999999999999
CMT,2011-06-02 15:53:09,2011-06-02 15:57:02,1,0.80000000000000004,-73.984899999999996,40.752499999999998,1,N,-73.977699999999999,40.763500000000001,CSH,4.5,0,0.5,0,0,5
VTS,2011-06-03 15:33:00,2011-06-03 16:01:00,1,4.5099999999999998,-74.004104999999996,40.722067000000003,1,,-73.965770000000006,40.771802999999998,CSH,16.5,0,0.5,0,0,17
CMT,2011-06-28 15:17:48,2011-06-28 15:36:32,1,3.7999999999999998,-74.009030999999993,40.718522,1,N,-73.993365999999995,40.763644999999997,CRD,13.300000000000001,0,0.5,1.1899999999999999,0,14.99
CMT,2011-06-19 03:19:10,2011-06-19 03:31:12,1,4.2000000000000002,-73.965596000000005,40.790511000000002,1,N,-73.987018000000006,40.739854000000001,CSH,12.1,0.5,0.5,0,0,13.1
CMT,2011-06-30 22:26:08,2011-06-30 22:37:09,1,1.6000000000000001,-73.984183000000002,40.744356000000003,1,N,-74.003764000000004,40.742066999999999,CRD,7.7000000000000002,0.5,0.5,1.74,0,10.44
CMT,2011-06-14 22:15:02,2011-06-14 22:28:27,1,5.4000000000000004,-73.991264999999999,40.729948999999998,1,N,-73.942441000000002,40.789777999999998,CSH,13.699999999999999,0.5,0.5,0,0,14.699999999999999
VTS,2011-06-27 12:54:00,2011-06-27 13:01:00,1,1.7,-73.960963000000007,40.761282999999999,1,,-73.958794999999995,40.777982999999999,CSH,6.5,0,0.5,0,0,7
VTS,2011-06-23 17:01:00,2011-06-23 17:08:00,1,0.68000000000000005,-74.000195000000005,40.727072,1,,-73.988523000000001,40.722838000000003,CRD,5.7000000000000002,1,0.5,2,0,9.1999999999999993
VTS,2011-06-24 23:00:00,2011-06-24 23:11:00,1,1.3,-73.971693000000002,40.755637999999998,1,,-73.971693000000002,40.755637999999998,CSH,7.2999999999999998,0.5,0.5,0,0,8.3000000000000007
VTS,2011-06-28 10:00:00,2011-06-28 10:07:00,1,2.02,-73.995594999999994,40.744255000000003,1,,-74.010248000000004,40.720134999999999,CSH,6.9000000000000004,0,0.5,0,0,7.4000000000000004
VTS,2011-06-17 19:26:00,2011-06-17 19:34:00,1,1.6000000000000001,-73.968532999999994,40.770294999999997,1,,-73.968532999999994,40.770294999999997,CRD,6.9000000000000004,1,0.5,2,0,10.4
CMT,2011-06-27 22:19:05,2011-06-27 22:26:51,4,1.2,-73.990536000000006,40.744745000000002,1,N,-74.008005999999995,40.747019999999999,CSH,6.0999999999999996,0.5,0.5,0,0,7.0999999999999996
CMT,2011-06-01 11:20:51,2011-06-01 11:33:36,1,4.5999999999999996,-73.925676999999993,40.761864000000003,1,N,-73.860923999999997,40.759982999999998,CSH,12.9,0,0.5,0,0,13.4
CMT,2011-06-21 11:57:29,2011-06-21 12:12:29,1,2.1000000000000001,-73.984879000000006,40.765433999999999,1,N,-73.965332000000004,40.772171,CSH,9.6999999999999993,0,0.5,0,0,10.199999999999999
VTS,2011-06-08 20:30:00,2011-06-08 20:34:00,1,0.93999999999999995,-73.989215000000002,40.761943000000002,1,,-73.986440000000002,40.752564999999997,CSH,4.5,0.5,0.5,0,0,5.5
CMT,2011-06-17 14:42:07,2011-06-17 14:57:41,1,2.2999999999999998,-73.990671000000006,40.730569000000003,1,N,-73.982318000000006,40.757334999999998,CRD,9.6999999999999993,0,0.5,2.04,0,12.24
CMT,2011-06-09 00:05:45,2011-06-09 00:11:20,2,1.3999999999999999,-73.988573000000002,40.760162000000001,1,N,-73.981361000000007,40.779122000000001,CSH,6.0999999999999996,0.5,0.5,0,0,7.0999999999999996
CMT,2011-06-11 15:35:59,2011-06-11 15:57:24,1,3.5,-73.959884000000002,40.798499,1,N,-73.957693000000006,40.761657999999997,CSH,13.699999999999999,0,0.5,0,0,14.199999999999999
